//this is the file in the game directory; when done modifying, delete this comment
TableStart	TechSchools																				
ColumnHeadingsStart	kUnicode	Type_ID																			
RowHeadingsStart																					
Economics & Business	SchEconB	EB																			
Energy	SchEnerg	EN																			
Biological Sciences	SchBioSc	BS																			
Mathematics & Computers	SchMathm	MC																			
Physical Sciences	SchPhySc	PS																			
Social Arts & Science	SchSocal	SS																			
TableEnd																					


TableStart	SpeciesPrefs																				
ColumnHeadingsStart	Humanoid	Etherean	Geodic	Cybernetic	Ichthytosian	Harvesters	Insectoid	Sauron	Metashifters	NonCorporeal	Protoplasmic	Plant	Fungal	Avian	Gargantua	Bulrathi	Mrrshan	Elerian	Gnolam	ElderCivs	ComBot
RowHeadingsStart																					
School_ID	EB	None	BS	MC	PS	SS	EB	EN	BS	MC	PS	SS	SS	EB	EN	BS	MC	PS	BS	MC	PS																																																																																																																																																																																																																																								
TTL	70	30	50	80	40	55	40	50	50	60	65	60	75	45	55	55	55	55	55	55	55																																																																																																																																																																																																																																								
TAR	12	10	6	15	6	8	5	8	12	8	9	7	3	5	9	9	9	9	9	9	9																																																																																																																																																																																																																																								
EB	5	4	5	4	5	4	3	5	4	3	4	4	3	5	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
EN	5	5	4	5	5	5	5	3	3	3	5	3	3	4	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
BS	4	3	4	4	3	5	3	5	4	4	3	5	4	3	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
MC	4	4	3	5	4	4	4	4	3	4	5	5	5	4	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
PS	3	5	5	3	4	3	5	3	5	5	3	4	4	3	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
SS	3	3	3	3	3	3	4	4	5	5	4	3	5	5	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
TableEnd																					


TableStart	TechFields																				
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	School_Catagories	IconName	Field_Dependencies	Research_Cost_Multiplier	Research_Cost_Exponent_Base													
RowHeadingsStart																					
Antaran	TFAntaran	FDAntaran	Antar	EN	TFAntarn		1000	1.175													
Economics & Business	SchEconB	FDEcnBus	Ecnmy	EB	TFEconom		85	1.155													
Energy	SchEnerg	FDEnergy	Energ	EN	TFEneFie		85	1.155
Biological Sciences	SchBioSc	FDBioSci	BioSc	BS	TFXenBio		85	1.155
Mathematics & Computers	SchMathm	FDMathCm	MthCm	MC	TFNumThe		85	1.155
Physical Sciences	SchPhySc	FDPlySci	Const	PS	TFConstr		85	1.155
Social Arts & Science	SchSocal	FDSocSci	SocSc	SS	TFCulEnh		85	1.155
TableEnd								  


TableStart	ApplicationsClasses							
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	Pick_Limit				
RowHeadingsStart								
Ship Hull Base	ACShHulB	CDShHulB	ShipHull	0	// Must pick exactly one			
Ship Hull Option	ACShHulO	CDShHulO	ShHulOpt	1	// May pick one.			
Ship Special	ACShSpec	CDShSpec	ShipItem	3	// May pick many but no Duplicates			
Ship Special Weapon	ACShSpec	CDShSpec	ShpMItem	2	// May pick many			
Ship Weapon System	ACShHulW	CDShHulW	ShWepSys	2	// May pick many			
Unit Equipment	ACUnitEq	CDUnitEq	UnitEqip	2	// May pick many (Does not really apply to non-military)
Weapon Size Option	ACWepSiz	CDWepSiz	WSOpt	0	// Must pick exactly one
Weapon Facing Option	ACWepFac	CDWepFCD	WpnFacOp	2	// May pick many (4 options shown on UI)
Weapon Mounting option	ACWepMnt	CDWepMnt	WpnMntOp	0	// Must pick exactly one
Missile Warhead	ACWarHed	CDWarHed	Warheads	2	// May pick many
Warhead Mod	ACWarMod	CDWarMod	WarhdMod	2	// May pick many
Missile Chassis	ACChasis	CDChasis	MslChass	2	// May pick many
Missile Chassis Option	ACChasOp	CDChasOp	MslChOpt	2	// May pick many
Missile Rack	TAMisRak	TBMisRak	TAMISRAK	2	// May pick many
Fighter Chassis	None	None	FtrChass	2	// May pick many
Fighter Chassis Option	None	None	FtrChOpt	2	
Fighter Weapon	None	None	FtrWeapn	0	
Fighter Weapon Option	None	None	FtrWpMod	2	
Ship Required System	ACShRqSy	CDShRqSy	ShReqSys	3	// Must Pick All
Ship Sub-Light Engine	ACShpEng	CDShpEng	ShEngine	0	// Must pick exactly one
Ship Engine Max Speed	ACMaxSpd	CDMaxSpd	ShEngSpd	0	// Must pick exactly one
Ship Warp Drive	ACShpWrp	CDShpWrp	ShipWarp	0	// Must pick exactly one
Armor Type	ACArmrTp	CDArmrTp	ArmorCls	0	// Must pick exactly one
Armor Thickness	ACArmThk	CDArmThk	ArmorThk	0	// Must pick exactly one
Planet Economy Build	ACPlanEc	CDPlanEc	PlanEcon	2	// May pick many (Does not really apply to non-military)
Planet Security Build	ACPlanSe	CDPlanSe	PlanSecu	2	// May pick many (Does not really apply to non-military)
Planet Planetary Build	ACPlanPl	CDPlanPl	PlanPlan	2	// May pick many (Does not really apply to non-military)
System Economy Build	ACSystEc	CDSystEc	SystEcon	2	// May pick many (Does not really apply to non-military)
System Social Build	ACSystEd	CDSystEd	SystSoci	2	// May pick many (Does not really apply to non-military)
System Security Build	ACSystSe	CDSystSe	SystSecu	2	// May pick many (Does not really apply to non-military)
Shield Technology	ACSldTch	CDSldTch	ShldTech	1	// May pick one.
Shield Generator Size	ACSldSiz	CDSldSiz	ShdGenSz	1	// May pick one.
Warp Boost Tech	ACWrpBst	CDWrpBst	WrpBstTk	2	// May pick many (Does not really apply to non-military)
Weapon Modification	ACWepMod	CDWepMod	ShWepMod	2	// May pick many (Does not really apply to non-military)
Achievement	ACAchiev	CDAchiev	Achieve	2	//May pick many (Does not really apply to non-military
TableEnd					

" //application_class, Type_ID, individual sort tags, kUnicode and kUnicodD should be 8 characters or less "																								
" //application_class - for items that go into a build queue, specifies the build queue in which they are built "																								
//sort tag -  for items that go into a build queue. Specifies where the item goes when it's built																								
TableStart	TechApplications																							
ColumnHeadingsStart	kUnicode	kUnicodD	kUnicdLg	Sort_Tag	Type_ID	Application_Class	Field_Dependencies	IconName	Global_Tags	Tag_Values														
Resource Reorganization	TAOreSmR	TBOreSmR	None	" Planet, Manufact "	OreSmRes	PlanPlan	Ecnmy_40	Manufacturing	None	" Cost=150, MineEff*=0.975, MineCap*=0.975, ManufCap+=0.5, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 40, OreSmRes = 1"														
Ore Seam Restructuring	TAOreSm2	TBOreSm2	None	" Planet, Manufact, KEEPTHIS "	OreSmRe2	PlanPlan	Ecnmy_50	Manufacturing	None	" Cost=150, MineEff*=0.95, MineCap*=0.95, ManufCap+=0.7, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 50, OreSmRe2 = 2"														
Deposit Prefabrication 	TAOreSm3	TBOreSm3	None	" Planet, Manufact, KEEPTHIS "	OreSmRe3	PlanPlan	Ecnmy_60	Manufacturing	None	" Cost=150, MineEff*=0.925, MineCap*=0.925, ManufCap+=0.8, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 60, OreSmRe3 = 3"														
Direct Mineral Conversion 	TAOreSm4	TBOreSm4	None	" Planet, Manufact, KEEPTHIS "	OreSmRe4	PlanPlan	Ecnmy_70	Manufacturing	None	" Cost=150, MineEff*=0.9, MineCap*=0.9, ManufCap+=1, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 70, OreSmRe4 = 4"														
Minehead Scanning Integration	TAMinScn	TBMinScn	None	" Planet, Research "	MineScan	PlanPlan	Ecnmy_45	Research	None	" Cost=150, MineEff*=0.975, MineCap*=0.975, ReseaCap+=0.5, ReseaEff+=2, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 45, MineScan = 1"														
Computronium Inclusion Growth	TAMinSc2	TBMinSc2	None	" Planet, Research, KEEPTHIS "	MineSca2	PlanPlan	Ecnmy_55	Research	None	" Cost=150, MineEff*=0.95, MineCap*=0.95, ReseaCap+=.75, ReseaEff+=4, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 55, MineSca2 = 2"														
Mineral Computation Networks	TAMinSc3	TBMinSc3	None	" Planet, Research, KEEPTHIS "	MineSca3	PlanPlan	Energ_65	Research	None	" Cost=150, MineEff*=0.925, MineCap*=0.925, ReseaCap+=1, ReseaEff+=6, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 65, MineSca3 = 3"														
Autonomous Mineral Intelligence	TAMinSc4	TBMinSc4	None	" Planet, Research, KEEPTHIS "	MineSca4	PlanPlan	MthCm_75	Research	None	" Cost=150, MineEff*=0.9, MineCap*=0.9, ReseaCap+=1.25, ReseaEff+=8, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 75, MineSca4 = 4"														
Automated Biocare	TAAutoBi	TBAutoBi	None	" DEABioHa, BioHarve "	AutoBioC	PlanPlan	BioSc_18	TFBioHar	None	" Cost=25, BioHaEff+=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 18, AutoBioC = 1"											Automated Biocare	" Automated Biocare is an important improvement available to all bioharvest DEAs. A central regulator computer controls a web of nutrient and water conduits, plus the movements of natural predators for pest control, that span the entire DEA. The regulator then controls the supply to the various growing areas, maximizing growth rates and optimizing resource management. The result is a slight increase in the DEA's efficiency. "		316
Byproduct Reprocessing	TAByPRep	TBByPRep	None	" DEABioHa, BioHarve "	ByprodRe	PlanPlan	BioSc_41	TFBioHar	None	" Cost=60, BioHaEff+=2, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 41, ByprodRe = 1"											Byproduct Reprocessing	" When bioharvesting resources are harvested, there is invariably some leftover material that is not immediately useful. By installing a Byproduct Reprocessing facility at a Bioharvest DEA, it is possible to convert this leftover material into useful outputs, even if it is nothing more than fertilizer for additional bioharvesting efforts. This results in a modest improvement in bioharvest efficiency. "		317
Genetic Engineering	TAGenEng	TBGenEng	None	" DEABioHa, BioHarve "	GeneEngn	PlanPlan	BioSc_52	TFBioHar	None	" Cost=100, BioHaEff+=3, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 52, GeneEngn = 1"											Genetic Engineering	" Once developed, Genetic Engineering is a valuable enhancement that can be instituted in any Bioharvest DEA. A Genetic Engineering center designs and produces various purpose-built life forms that are custom tailored to the local environment. The system includes both short- and long-term automated supervision of the engineered organisms, which ensures that they remain stable and do not cause unforeseen impacts on the native ecology. Genetic Engineering substantially improves Bioharvest efficiency. "		318
Dyno Mutant Victuals	TADynoVc	TBDynoVc	None	" DEABioHa, BioHarve, Ant, KEEPTHIS "	DynoVict	PlanPlan	BioSc_30	TFBioHar	None	" Cost=150, BioHaEff+=4, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 30, DynoVict = 1"											Dyno Mutant Victuals	" The Antarans developed biomaterial that exhibits extraordinary self-adapting capability. By deploying a monitoring center for Dyno-Mutant Victuals at a planet, each Bioharvest DEA on the planet is improved by seeding it with Dyno-Mutants. These organisms efficiently convert solar energy and any unused resources within the Bioharvest DEAs into useful forms such as edible food. The Bioharvest efficiency is significantly increased. "		319
Orbital Biomonitoring	TAOrbBio	TBOrbBio	None	" Planet, BioHarve "	OrbitBio	PlanPlan	BioSc_31	TFBioHar	None	" Cost=60, BioHaEff+=1, CollatSz = 150, CollatDs = 20, CollatCl=2, BioprPop += 0.05 , teclvl = 31, OrbitBio = 1"											Orbital Biomonitoring	" Any planet can install an Orbital Biomonitoring system to improve bioharvesting efficiency across the planet. The system consists of a ground-based management center and several polar-orbit satellites. By monitoring growth, albedo, and various other data within each Bioharvest DEA planet-wide, global trends can be identified and used to improve the capabilities of each DEA. This facility modestly improves the Bioharvesting efficiency of all Bioharvest DEAs on the planet. "		320
Helio Regulator	TAHelioR	TBHelioR	None	" Planet, BioHarve "	HelioReg	PlanPlan	Energ_55	TFBioHar	None	" Cost=175, BioHaEff+=2, CollatSz = 150, CollatDs = 20, CollatCl=2, BioprPop += 0.1 , teclvl = 55, HelioReg = 1"											Helio Regulator	Irregularities in the solar output of a planet's star cause all sorts of problems for bioharvesting material. Installing a Helio Regulator at the planet helps prevent these issues. The Regulator is a highly specialized shield generator that can block harmful radiation (such as excessive ultraviolet radiation) from exposed areas. Monitoring satellites give advanced warning of areas that are vulnerable based on the dynamic conditions of the local primary sun. The Regulator improves bioharvest efficiency for the entire planet.		321
Biomorphic Fungi	TABFungi	TBBFungi	None	Achieve	BioFungi	Achieve	BioSc_35	TFBioHar	None	" BioHaEff+=1, BioHRing+=2 , teclvl = 35, BioFungi = 1"											Bio-morphic Fungi	" Biomorphic Fungi are a series of genetically engineered life forms that can grow in almost any environment. Only the presence of some minimal amount of organic compounds is required -- temperature, pressure, and gravity have little effect on these hardy organisms. Utilizing these fungi improves bioharvest efficiency civilization wide, and allows bioharvesting to occur in previously inhospitable conditions. "		322
Mineralmorphic Bacteria	TAMinBac	TBMinBac	None	Achieve	MinMrBac	Achieve	BioSc_60	TFBioHar	None	" BioHaEff+=2, BioHRing+=1 , teclvl = 60, MinMrBac = 1"											Mineral-morphic Bacteria	" These highly-advanced, engineered bacteria use minerals as metabolites and are able to grow on almost completely barren worlds. They provide readily-harvestable material on planets otherwise incapable of supporting bioharvesting efforts. The overall effect is increased bioharvest efficiency civilization-wide, and the ability to conduct bioharvesting in areas once considered too incompatible. "		323
Soil Enrichment	TASoilEn	TBSoilEn	None	" DEABioHa, BioHarve "	SoilEnrc	PlanPlan	BioSc_10	TFBioHar	None	" Cost=40, Employee=0.67, BioHaCap+=0.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 10, SoilEnrc = 1"											Soil Enrichment	" One of the simplest ways to improve the natural capacity of a Bioharvest DEA is to enrich its resources. By instituting and maintaining Soil Enrichment, the fertile areas of the DEA are expanded, and the capacity of existing areas is increased. The overall result is a slight improvement in the DEA's bioharvest capacity. "		324
Controlled Environment Farming	TACntEnv	TBCntEnv	None	" DEABioHa, BioHarve "	ContEnvr	PlanPlan	BioSc_25	TFBioHar	None	" Cost=100, Employee=0.67, BioHaCap+=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 25, ContEnvr = 1"											Controlled Environment Farming	" Capacity is built upon efficient use of available space. Bioharvest capacity can be improved by optimizing local conditions over small areas. This technique is mandated by installing Controlled Environment Farming facilities within the DEA. The DEA is subdivided into small areas, each of which is individually monitored by a central system. Each area's environment -- air temperature, pressure, and content, plus its soil quality and composition, are carefully managed to ideal levels for the organisms produced within that area. This system modestly increases the capacity of the DEA. "		325
Soil Rejuvenators	TASoilRj	TBSoilRj	None	" DEABioHa, BioHarve "	SoilRjuv	PlanPlan	BioSc_40	TFBioHar	None	" Cost=180, Employee=0.67, BioHaCap+=1.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 40, SoilRjuv = 1"											Soil Rejuvenators	" Soil Rejuvenators can be built in any Bioharvesting DEA. Central facilities produce and manage nano-bots that automatically aerate the soil and seed it with nutrients, rare minerals and needed metals. The process is computer controlled to ensure proper distribution of resources. Once installed, these rejuvenators moderately increase the DEA's bioharvest capacity. "		326
Ecosystem Controller	TAEcoCon	TBEcoCon	None	" DEABioHa, BioHarve "	EcoSysCn	PlanPlan	BioSc_58	TFBioHar	None	" Cost=300, Employee=0.67, BioHaCap+=2, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 58, EcoSysCn = 1"											Ecosystem Controller	" Any bioharvest DEA can build the Ecosystem Controller: a highly sophisticated and automated complex that regulates and balances the entire eco-system of the region. A wide range of automated systems can cut, plant, exterminate, and modify any life form or strain in order to ensure long-range stability, diversity and fertility in the bio-mass. The controller significantly increases the bioharvest capacity of any DEA in which it is installed. "		327
SynthOrganic Lubricating Fuels 	TAStrPlG	TBStrPlG	None	" Planet, Manufact "	StrPlntG	PlanPlan	BioSc_40	Manufacturing	None	" Cost=150, BioHaEff*=0.975, BioHaCap*=0.975, ManuCapB+=0.5, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 40, StrPlntG = 1"														
Structured Plant Genetics	TAStrPl2	TBStrPl2	None	" Planet, Manufact, KEEPTHIS "	StrPlnt2	PlanPlan	BioSc_50	Manufacturing	None	" Cost=150, BioHaEff*=0.95, BioHaCap*=0.95, ManuCapB+=0.7, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 50, StrPlnt2 = 2"														
Vegetative Industrial Complex	TAStrPl3	TBStrPl3	None	" Planet, Manufact, KEEPTHIS "	StrPlnt3	PlanPlan	BioSc_60	Manufacturing	None	" Cost=150, BioHaEff*=0.925, BioHaCap*=0.925, ManuCapB+=0.8, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 60, StrPlnt3 = 3"														
Global Biotic Employment	TAStrPl4	TBStrPl4	None	" Planet, Manufact, KEEPTHIS "	StrPlnt4	PlanPlan	BioSc_70	Manufacturing	None	" Cost=150, BioHaEff*=0.9, BioHaCap*=0.9, ManuCapB+=1, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 70, StrPlnt4 = 4"														
BioHarvest Experimental Centres	TAExpCtr	TBExpCtr	None	" Planet, Research "	ExpCntrE	PlanPlan	BioSc_45	Research	None	" Cost=150, BioHaEff*=0.975, BioHaCap*=0.975, ReseaCap+=0.5, ReseaEff+=2, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 45, ExpCntrE = 1"														
Combinatorical Genetic Variants	TAExpCt2	TBExpCt2	None	" Planet, Research, KEEPTHIS "	ExpCntr2	PlanPlan	BioSc_55	Research	None	" Cost=150, BioHaEff*=0.95, BioHaCap*=0.95, ReseaCap+=.75, ReseaEff+=4, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 55, ExpCntr2 = 2"														
Research Oriented Ecosystems	TAExpCt3	TBExpCt3	None	" Planet, Research, KEEPTHIS "	ExpCntr3	PlanPlan	BioSc_65	Research	None	" Cost=150, BioHaEff*=0.925, BioHaCap*=0.925, ReseaCap+=1, ReseaEff+=6, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 65, ExpCntr3 = 3"														
Full Planetary Consciousness	TAExpCt4	TBExpCt4	None	" Planet, Research, KEEPTHIS "	ExpCntr4	PlanPlan	BioSc_75	Research	None	" Cost=150, BioHaEff*=0.9, BioHaCap*=0.9, ReseaCap+=1.25, ReseaEff+=8, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 75, ExpCntr4 = 4"														
Cynoid 1(Inner Being Philosophy)	TACynd00	TBCynd00	None	" Region, BioHarve, Cynoid, Ant, KEEPTHIS "	Cynoid00	PlanPlan	BioSc_03	TFBioHar	None	" Cost=15, BioOutPt+=0.25, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 03, Cynoid00 = 00"														
Hydroponic Farms	TAHydFrm	TBHydFrm	None	" Region, BioHarve "	HydroFrm	PlanPlan	BioSc_05	TFBioHar	None	" Cost=15, BioOutPt+=0.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 05, HydroFrm = 1"											Hydroponic Farms	" Hydroponic farms are a series of self-contained units that can be constructed in any region. Each hydroponic unit consists of tanks of water enriched with nutrients, minerals and various forms of photosynthetic-capable algae. Hydroponic farms require minimal external management; only a simple computer system is needed to regulate the nutrient and mineral levels. Hydroponic Farms generate a small, fixed amount of bioharvest material per turn. "		328
Subterranean Farms	TASubFrm	TBSubFrm	None	" Region, BioHarve "	SubTerFrm	PlanPlan	BioSc_21	TFBioHar	None	" Cost=45, BioOutPt+=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 21, SubTerFrm = 1"											Subterranean Farms	" Subterranean Farms can be installed in any region to increase the local bioharvest supply without significant surface space impact. The Farms are constructed well within the surface of the planet, and thus are suitable for construction almost anywhere. The farms are self-contained units, requiring only external power and transportation for the bioharvest output. Energy-to-Matter synthesizers and a sophisticated autonomous control system take care of everything else. These self-contained units generate a modest amount of bioharvest material every turn. "		329
Automated Factories	TAAutoFc	TBAutoFc	None	" DEAManuf, Manufact "	AutoFact	PlanPlan	Const_17	Manufacturing	None	" Cost=120, Employee=0.75, ManufCap+=0.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 17, AutoFact = 1"											Automated Factories	" Automated Factories can be installed in a Manufacturing DEA to improve its capacity. These factories, which make extensive use of industrial automation technology, require far less space to maintain output level than an equivalent factory relying on sentient personnel. The result is a slight boost in manufacturing mineral capacity. "		330
Robotic Factories	TARoboFc	TBRoboFc	None	" DEAManuf, Manufact "	RoboFact	PlanPlan	Const_29	Manufacturing	None	" Cost=300, Employee=0.75, ManufCap+=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 29, RoboFact = 1"											Robotic Factories	" Installing Robotic Factories in a Manufacturing DEA yields a significant capacity increase. These facilities are almost entirely self-regulating, needing primarily raw materials and power to operate. They provide a modest boost to manufacturing mineral capacity. "		331
Nanofactories	TANanoFc	TBNanoFc	None	" DEAManuf, Manufact "	NanoFact	PlanPlan	Ecnmy_46	Manufacturing	None	" Cost=540, Employee=0.75, ManufCap+=1.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 46, NanoFact = 1"											Nanofactories	" Nanofactories can be built within Manufacturing DEAs. Nanofactories design and produce custom artificial nano-bots specialized to generate any given structure. The bots are then seeded into the raw minerals, where they literally form the desired structure on the spot by re-forming the mineral on a molecular level. The only external equipment required is the computer system used to manage the nano-bots, and a central factory to produce the various types as needed by the local industry. These facilities provide a substantial mineral capacity increase. "		332
Matter Converters	TAMatCnv	TBMatCnv	None	" DEAManuf, Manufact "	MatterCv	PlanPlan	Energ_60	Manufacturing	None	" Cost=900, Employee=0.75, ManufCap+=2, MinTurn=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 60, MatterCv = 1"											Matter Converters	" Matter Converters can be installed at a Manufacturing DEA to increase its capacity to an astonishing degree. The minerals available for manufacturing at a region level are rarely in the right proportions compared to the desired products. Matter Converters use matter-energy conversion techniques to reform excesses of one mineral, producing the minerals that are currently in short supply. These converters significantly improve the mineral capacity of the DEA. "		333
Organic Factories	TAOrgFac	TBOrgFac	None	" DEAManuf, Manufact "	OrganicF	PlanPlan	BioSc_32	Manufacturing	None	" Cost=180, Employee=0.75, ManuCapB+=0.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 32, OrganicF = 1"											Organic Factories	" Organic factories are an important improvement and are available for any Manufacturing DEA. They refine and produce a variety of lubricants, building materials and other compounds from various life forms and biomass. Improving Manufacturing Capacity by tapping bioharvesting resources also makes balancing planetary resources easier. These facilities provide a slight improvement in bioharvest capacity. "		334
Recycling Facilities	TARecycF	TBRecycF	None	" DEAManuf, Manufact "	RecycleF	PlanPlan	BioSc_43	Manufacturing	None	" Cost=450, Employee=0.75, ManuCapB+=1, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 43, RecycleF = 1"											Recycling Facilities	Recycling Facilities are large complexes that can be built in a Manufacturing DEA. They use a series of chemical processes to break down organic wastes and by-products to create high-protein biomass that can subsequently be used in various other applications. Installing these facilities grants a modest improvement to bioharvest capacity.		335
Bioreprocessors	TABiorep	TBBiorep	None	" DEAManuf, Manufact "	Bioreprc	PlanPlan	BioSc_56	Manufacturing	None	" Cost=810, Employee=0.75, ManuCapB+=1.5, CollatSz = 150, CollatDs = 20, CollatCl=2 , teclvl = 56, Bioreprc = 1"											Bio-reprocessors	Any Manufacturing DEA can build Bioreprocessors. These facilities accept almost any form of organic compounds and convert them into other forms based on current demands. Many of these compounds that would otherwise be discarded as waste material find important uses thanks to Bioreprocessors. These processors substantially improve the bioharvest capacity of the DEA.		336
Microlite Construction	TAMicrLt	TBMicrLt	None	Achieve	MicroCon	Achieve	MthCm_46	Manufacturing	None	" ManufCap+=0.5, ManuCapB+=0.25 , teclvl = 46, MicroCon = 1"											Microlite Construction	" Microlite Construction revolutionizes material processing and refinement techniques through the use of nano-machines. These nanorobots work efficiently to fabricate useful components from many sources -- even raw materials from bioharvest sources can be quickly processed and refined using microlite technology. Working from within the source material, these programmable nanorobots fabricate the desired building components without the need for external tools or facilities. Microlite Construction provides a slight improvement to both mineral and bioharvest capacities for manufacturing DEAs throughout the civilization. "		337
Catalyst Design	TACatDes	TBCatDes	None	Achieve	CataDsgn	Achieve	Ecnmy_13	TFMinExt	None	"ManuConv+=0.75, teclvl = 13, CataDsgn = 1"											Catalyst Design	" Catalyst Design is a fabrication process that uses custom made, need-specialized catalytic agents for chemical processes. Existing manufacturing processes can be improved to require less energy and external inputs by taking advantage of these techniques. This breakthrough improves the rate at which minerals are converted to finished products. "		338
Extractor Assemblies	TAExtAss	TBExtAss	None	Achieve	ExtractAss	Achieve	Ecnmy_22	TFMinExt	None	"ManuConv+=0.75, teclvl = 22, ExtractAss = 1"											Extractor Assemblies	" The Extractor Assembly concept is the application of the assembly-line method on a nanometer scale. Using networks of programmable nano-robots, useful constituents can be extracted and processed from raw materials more efficiently and rapidly than with existing methods. Quality control is improved by increasing output precision to a molecular scale, yielding a significant reduction in discarded materials and failed products. This improves the conversion rate from raw minerals to finished products. "		339
Scanning Resonance Collectors	TAScnRes	TBScnRes	None	Achieve	ScnResCl	Achieve	Ecnmy_36	TFMinExt	None	"ManuConv+=0.75, teclvl = 36, ScnResCl = 1"											Scanning Resonance Collectors	" Scanning Resonance Collectors are highly specialized nanomachines. These devices actually decouple target particles from their molecular bonds by inducing local harmonic resonance, and then construct the desired materials using the collected atoms. This process results in materials with a purity level far exceeding what would otherwise be possible, maximizing their structural properties and therefore reducing the amount of material required. Using these collectors improves the mineral conversion rate of all manufacturing DEAs. "		340
Energy Reclamation	TAEnrgRc	TBEnrgRc	None	Achieve	EnergyRc	Achieve	Energ_49	TFMinExt	None	"ManuConv+=0.75, teclvl = 49, EnergyRc = 1"											Energy Reclamation	Energy Reclamation reduces the overall energy consumption and consequent operation cost required for manufacturing and refinement processes. Energy Reclamation systems involve numerous tiny energy collectors capable of absorbing part of the energy lost or released during material processing on a molecular scale. The collectors can release this stored energy as electrical current or a variety of other useful forms. Energy Reclamation improves the conversion rate of minerals into processed materials.		341
Molecular Resequencing	TAMoleRs	TBMoleRs	None	Achieve	MoleRseq	Achieve	Ecnmy_61	TFMinExt	None	"ManuConv+=0.75, teclvl = 61, MoleRseq = 1"											Molecular Resequencing	Molecular Resequencing reclaims the otherwise useless bits of raw materials left over from other refining processes and reorganizes the molecules into usable forms. This technique is particularly useful for recycling material that has been damaged or was flawed when originally constructed. This process improves the mineral conversion rate.		342
Biorefineries	TABioRef	TBBioRef	None	" Achieve, Ant, KEEPTHIS "	Biorefin	Achieve	BioSc_30	TFMinExt	None	"ManuConv+=0.75, teclvl = 30, Biorefin = 1"											Bio-refineries	" The Biorefinery process employs artificially created life forms for material refinement. There are a variety of artificial species, each having a specialized metabolism designed to digest and absorb raw materials, while leaving various industrially useful materials as end products. These life forms do not require any purpose-built energy inputs, relying instead on natural sources such as solar energy or ambient heat. Heat is particularly effective, as the biorefineries can then serve a dual purpose as refineries and temperature regulators for any related but exothermic processes. The net result is an improvement in the conversion rate of raw minerals into finished materials. "		343
